ref_id,pred_id,matched,iou,boundary_rmse_m,hausdorff_m,centroid_disp_m,area_ref_m2,area_pred_m2,area_error_m2,area_error_pct,perimeter_ref_m,perimeter_pred_m,mean_angle_dev_deg,compliance_tier,error_flags
NONE (ARTEFACT),OPTIC_136,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_137,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_138,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_139,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_140,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_141,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_142,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_143,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_144,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_145,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_146,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_147,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_148,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
NONE (ARTEFACT),OPTIC_149,False,0.0000,0.000,0.000,0.000,0.00,120.00,0.00,0.00,0.00,0.00,0.00,REJECT,"FALSE_POSITIVE_ARTEFACT"
